,date,average price,total volume,size_4046,size_4225,size_4770,total bags,small bags,large bags,xlarge bags,type,year,city,total sales
9642,2015-01-25,1.26,10191.82,220.4,8150.22,0.0,1821.2,377.77,1443.43,0.0,organic,2015,Cincinnati,12841.6932
9643,2015-01-18,1.37,10051.4,282.08,9374.23,0.0,395.09,351.87,43.22,0.0,organic,2015,Cincinnati,13770.418
9644,2015-01-11,1.32,11313.77,209.52,10352.17,0.0,752.08,310.62,441.46,0.0,organic,2015,Cincinnati,14934.176400000002
9645,2015-01-04,1.34,8764.33,144.47,6921.75,0.0,1698.11,585.96,1112.15,0.0,organic,2015,Cincinnati,11744.2022
9646,2015-12-27,1.53,2970.79,289.7,1781.31,0.0,899.78,189.66,710.12,0.0,organic,2015,Columbus,4545.3087
9647,2015-12-20,1.67,2002.61,242.01,1474.26,0.0,286.34,222.2,64.14,0.0,organic,2015,Columbus,3344.3586999999998
9648,2015-12-13,1.59,2253.92,330.43,1469.69,0.0,453.8,169.47,284.33,0.0,organic,2015,Columbus,3583.7328
9649,2015-12-06,1.52,3535.8,469.17,2218.83,2.23,845.57,549.78,295.79,0.0,organic,2015,Columbus,5374.416
9650,2015-11-29,1.48,3305.78,452.86,2326.79,0.0,526.13,371.89,154.24,0.0,organic,2015,Columbus,4892.5544
9651,2015-11-22,1.48,3636.86,522.57,2789.25,0.0,325.04,129.01,196.03,0.0,organic,2015,Columbus,5382.5528
9652,2015-11-15,1.48,3595.02,570.0,2671.18,0.0,353.84,126.59,227.25,0.0,organic,2015,Columbus,5320.6296
9653,2015-11-08,1.4,4144.82,443.1,2827.56,0.0,874.16,413.97,460.19,0.0,organic,2015,Columbus,5802.748
9654,2015-11-01,1.47,3834.42,393.15,2899.9,0.0,541.37,257.61,283.76,0.0,organic,2015,Columbus,5636.5974
9655,2015-10-25,1.44,4010.32,577.08,2725.99,0.0,707.25,468.9,238.35,0.0,organic,2015,Columbus,5774.8608
9656,2015-10-18,1.36,4135.76,502.82,2726.7,0.0,906.24,227.49,678.75,0.0,organic,2015,Columbus,5624.633600000001
9657,2015-10-11,1.27,4403.09,463.25,2759.23,0.0,1180.61,349.52,831.09,0.0,organic,2015,Columbus,5591.924300000001
9658,2015-10-04,1.49,3592.22,505.59,2497.62,0.0,589.01,311.5,277.51,0.0,organic,2015,Columbus,5352.4078
9659,2015-09-27,1.67,2404.66,486.97,1465.4,0.0,452.29,100.72,351.57,0.0,organic,2015,Columbus,4015.7821999999996
9660,2015-09-20,1.82,2435.16,511.87,1610.65,0.0,312.64,53.78,258.86,0.0,organic,2015,Columbus,4431.9911999999995
9661,2015-09-13,1.74,3900.18,639.76,2289.49,0.0,970.93,472.61,498.32,0.0,organic,2015,Columbus,6786.3132
9662,2015-09-06,1.64,5450.41,549.36,3387.7,0.0,1513.35,582.87,930.48,0.0,organic,2015,Columbus,8938.6724
9663,2015-08-30,1.48,5070.79,773.57,2548.11,0.0,1749.11,99.41,1649.7,0.0,organic,2015,Columbus,7504.7692
9664,2015-08-23,1.66,4806.35,593.95,2740.64,3.34,1468.42,305.46,1162.96,0.0,organic,2015,Columbus,7978.541
9665,2015-08-16,2.08,3554.43,378.55,2654.29,0.0,521.59,236.67,284.92,0.0,organic,2015,Columbus,7393.2144
9666,2015-08-09,1.98,3184.94,303.49,2218.55,0.0,662.9,370.0,292.9,0.0,organic,2015,Columbus,6306.1812
9667,2015-08-02,1.8,2749.93,337.96,1947.39,3.32,461.26,53.33,407.93,0.0,organic,2015,Columbus,4949.874
9668,2015-07-26,1.31,4288.7,397.65,2337.28,0.0,1553.77,0.0,1553.77,0.0,organic,2015,Columbus,5618.197
9669,2015-07-19,1.46,4349.0,432.54,2342.56,0.0,1573.9,26.67,1547.23,0.0,organic,2015,Columbus,6349.54
9670,2015-07-12,1.01,6269.43,409.42,2453.22,0.0,3406.79,80.0,3326.79,0.0,organic,2015,Columbus,6332.1243
9671,2015-07-05,1.31,5903.4,536.02,4088.38,0.0,1279.0,290.0,989.0,0.0,organic,2015,Columbus,7733.454
9672,2015-06-28,1.35,4816.89,461.01,3362.89,2.23,990.76,219.9,770.86,0.0,organic,2015,Columbus,6502.8015000000005
9673,2015-06-21,1.35,5347.37,493.67,3524.91,1.12,1327.67,381.41,946.26,0.0,organic,2015,Columbus,7218.949500000001
9674,2015-06-14,1.5,4520.37,431.69,2970.35,0.0,1118.33,837.62,280.71,0.0,organic,2015,Columbus,6780.555
9675,2015-06-07,1.21,6028.43,322.05,2720.68,0.0,2985.7,687.09,2298.61,0.0,organic,2015,Columbus,7294.4003
9676,2015-05-31,1.49,5950.91,410.92,3627.94,0.0,1912.05,1138.94,773.11,0.0,organic,2015,Columbus,8866.8559
9677,2015-05-24,1.51,5360.41,463.76,3593.0,0.0,1303.65,746.25,557.4,0.0,organic,2015,Columbus,8094.2191
9678,2015-05-17,1.21,4754.7,560.26,2085.96,0.0,2108.48,605.53,1502.95,0.0,organic,2015,Columbus,5753.187
9679,2015-05-10,0.81,29694.82,967.36,17214.8,1.11,11511.55,433.31,11078.24,0.0,organic,2015,Columbus,24052.804200000002
9680,2015-05-03,0.89,28020.38,961.24,18774.04,2.21,8282.89,503.27,7779.62,0.0,organic,2015,Columbus,24938.1382
9681,2015-04-26,1.57,4883.55,408.44,3284.07,0.0,1191.04,572.85,618.19,0.0,organic,2015,Columbus,7667.173500000001
9682,2015-04-19,1.47,4844.5,287.16,3203.91,0.0,1353.43,740.97,612.46,0.0,organic,2015,Columbus,7121.415
9683,2015-04-12,1.66,4628.41,383.43,3479.25,0.0,765.73,450.15,315.58,0.0,organic,2015,Columbus,7683.160599999999
9684,2015-04-05,1.38,5289.64,403.53,2859.4,0.0,2026.71,645.46,1381.25,0.0,organic,2015,Columbus,7299.7032
9685,2015-03-29,1.79,3464.77,369.21,2347.69,0.0,747.87,719.17,28.7,0.0,organic,2015,Columbus,6201.9383
9686,2015-03-22,1.91,2294.07,343.29,1775.29,0.0,175.49,137.47,38.02,0.0,organic,2015,Columbus,4381.6737
9687,2015-03-15,1.65,3385.11,406.97,2060.4,0.0,917.74,291.55,626.19,0.0,organic,2015,Columbus,5585.4315
9688,2015-03-08,1.84,4518.71,317.1,2943.26,7.45,1250.9,1130.31,120.59,0.0,organic,2015,Columbus,8314.4264
9689,2015-03-01,1.86,4054.67,397.22,2681.49,0.0,975.96,664.76,311.2,0.0,organic,2015,Columbus,7541.6862
9690,2015-02-22,1.79,3933.81,589.45,2581.64,0.0,762.72,238.07,524.65,0.0,organic,2015,Columbus,7041.5199
9691,2015-02-15,1.64,4283.56,374.59,2597.56,0.0,1311.41,706.67,604.74,0.0,organic,2015,Columbus,7025.0384
9692,2015-02-08,1.78,3483.64,285.2,2071.17,0.0,1127.27,856.67,270.6,0.0,organic,2015,Columbus,6200.8792
9693,2015-02-01,1.63,4215.96,432.24,2985.02,0.0,798.7,223.33,575.37,0.0,organic,2015,Columbus,6872.0148
9694,2015-01-25,1.67,4847.86,350.39,3650.73,0.0,846.74,293.33,553.41,0.0,organic,2015,Columbus,8095.926199999999
9695,2015-01-18,1.84,4027.45,279.22,2959.75,0.0,788.48,213.33,575.15,0.0,organic,2015,Columbus,7410.508
9696,2015-01-11,1.68,4193.17,349.17,3226.58,0.0,617.42,416.25,201.17,0.0,organic,2015,Columbus,7044.5256
9697,2015-01-04,1.44,3930.94,358.05,2432.81,0.0,1140.08,444.17,695.91,0.0,organic,2015,Columbus,5660.5536
9698,2015-12-27,1.33,10860.07,5921.12,421.38,0.0,4517.57,3584.44,933.13,0.0,organic,2015,Dallas,14443.893100000001
9699,2015-12-20,1.38,11128.3,5742.81,384.49,0.0,5001.0,4594.21,406.79,0.0,organic,2015,Dallas,15357.053999999998
9700,2015-12-13,1.43,12224.14,6036.65,389.17,0.0,5798.32,5798.32,0.0,0.0,organic,2015,Dallas,17480.5202
9701,2015-12-06,1.48,10458.62,5582.56,401.5,0.0,4474.56,4474.56,0.0,0.0,organic,2015,Dallas,15478.7576
9702,2015-11-29,1.46,9412.9,5706.47,278.7,0.0,3427.73,3427.73,0.0,0.0,organic,2015,Dallas,13742.833999999999
9703,2015-11-22,1.46,10812.09,6189.69,271.59,0.0,4350.81,4350.81,0.0,0.0,organic,2015,Dallas,15785.6514
9704,2015-11-15,1.36,11640.14,7099.89,416.6,0.0,4123.65,4123.65,0.0,0.0,organic,2015,Dallas,15830.590400000001
9705,2015-11-08,1.46,11147.93,6807.09,441.15,0.0,3899.69,3899.69,0.0,0.0,organic,2015,Dallas,16275.9778
9706,2015-11-01,1.41,12250.82,6449.72,268.05,0.0,5533.05,5533.05,0.0,0.0,organic,2015,Dallas,17273.656199999998
9707,2015-10-25,1.48,13258.61,7509.17,329.44,0.0,5420.0,5410.0,10.0,0.0,organic,2015,Dallas,19622.7428
9708,2015-10-18,1.39,11010.45,7657.06,253.39,0.0,3100.0,3070.0,30.0,0.0,organic,2015,Dallas,15304.5255
9709,2015-10-11,1.48,10647.39,6628.99,378.41,0.0,3639.99,3636.66,3.33,0.0,organic,2015,Dallas,15758.1372
9710,2015-10-04,1.49,10751.69,5675.04,446.65,0.0,4630.0,4626.67,3.33,0.0,organic,2015,Dallas,16020.018100000001
9711,2015-09-27,1.48,12224.81,8224.68,303.47,0.0,3696.66,3696.66,0.0,0.0,organic,2015,Dallas,18092.7188
9712,2015-09-20,1.47,12513.98,8023.81,240.17,0.0,4250.0,4250.0,0.0,0.0,organic,2015,Dallas,18395.5506
9713,2015-09-13,1.48,12704.71,7561.87,362.7,0.0,4780.14,4776.8,3.34,0.0,organic,2015,Dallas,18802.9708
9714,2015-09-06,1.46,12941.48,7399.01,347.0,0.0,5195.47,5195.47,0.0,0.0,organic,2015,Dallas,18894.5608
9715,2015-08-30,1.36,14317.26,9720.71,348.71,0.0,4247.84,4081.53,166.31,0.0,organic,2015,Dallas,19471.4736
9716,2015-08-23,1.36,17429.71,11090.91,565.77,0.0,5773.03,5238.79,534.24,0.0,organic,2015,Dallas,23704.405600000002
9717,2015-08-16,1.45,13268.55,8229.01,694.8,0.0,4344.74,4334.74,10.0,0.0,organic,2015,Dallas,19239.3975
9718,2015-08-09,1.4,16702.43,8961.35,999.37,0.0,6741.71,6741.71,0.0,0.0,organic,2015,Dallas,23383.402
9719,2015-08-02,1.31,12992.93,10686.21,522.44,36.97,1747.31,1733.98,13.33,0.0,organic,2015,Dallas,17020.7383
9720,2015-07-26,1.14,12801.03,11536.0,337.16,0.0,927.87,927.87,0.0,0.0,organic,2015,Dallas,14593.1742
9721,2015-07-19,1.29,11881.44,10492.38,499.9,0.0,889.16,889.16,0.0,0.0,organic,2015,Dallas,15327.057600000002
9722,2015-07-12,1.27,11076.72,9757.92,444.54,0.0,874.26,874.26,0.0,0.0,organic,2015,Dallas,14067.4344
9723,2015-07-05,1.3,13234.04,10979.75,459.19,0.0,1795.1,1795.1,0.0,0.0,organic,2015,Dallas,17204.252
9724,2015-06-28,1.33,11792.51,9252.18,434.28,0.0,2106.05,2106.05,0.0,0.0,organic,2015,Dallas,15684.038300000002
9725,2015-06-21,1.37,9936.12,7968.59,486.7,0.0,1480.83,1480.83,0.0,0.0,organic,2015,Dallas,13612.484400000003
9726,2015-06-14,1.35,9881.65,7806.7,512.0,0.0,1562.95,1562.95,0.0,0.0,organic,2015,Dallas,13340.2275
9727,2015-06-07,1.35,9019.0,6952.15,356.44,0.0,1710.41,1710.41,0.0,0.0,organic,2015,Dallas,12175.650000000001
9728,2015-05-31,1.38,9882.68,7376.1,398.95,0.0,2107.63,2107.63,0.0,0.0,organic,2015,Dallas,13638.098399999999
9729,2015-05-24,1.36,12809.78,10061.35,430.17,0.0,2318.26,2318.26,0.0,0.0,organic,2015,Dallas,17421.3008
9730,2015-05-17,1.35,11092.7,8380.26,445.77,0.0,2266.67,2266.67,0.0,0.0,organic,2015,Dallas,14975.145000000002
9731,2015-05-10,1.39,10242.6,7874.84,351.09,0.0,2016.67,2013.34,3.33,0.0,organic,2015,Dallas,14237.214
9732,2015-05-03,1.37,6568.67,5350.74,207.93,0.0,1010.0,1010.0,0.0,0.0,organic,2015,Dallas,8999.0779
9733,2015-04-26,1.34,9855.14,7679.05,379.42,0.0,1796.67,1796.67,0.0,0.0,organic,2015,Dallas,13205.8876
9734,2015-04-19,1.35,12054.84,9552.71,525.47,0.0,1976.66,1976.66,0.0,0.0,organic,2015,Dallas,16274.034000000001
9735,2015-04-12,1.39,11119.47,8189.75,526.38,0.0,2403.34,2403.34,0.0,0.0,organic,2015,Dallas,15456.063299999998
9736,2015-04-05,1.36,11720.06,8239.86,486.87,0.0,2993.33,2993.33,0.0,0.0,organic,2015,Dallas,15939.2816
9737,2015-03-29,1.36,9162.06,6160.98,467.75,0.0,2533.33,2533.33,0.0,0.0,organic,2015,Dallas,12460.401600000001
9738,2015-03-22,1.29,13176.92,9505.21,765.04,0.0,2906.67,2906.67,0.0,0.0,organic,2015,Dallas,16998.2268
9739,2015-03-15,1.34,11922.76,7889.79,659.64,0.0,3373.33,3373.33,0.0,0.0,organic,2015,Dallas,15976.4984
9740,2015-03-08,1.39,8557.95,5946.47,498.15,0.0,2113.33,2113.33,0.0,0.0,organic,2015,Dallas,11895.5505
9741,2015-03-01,1.29,17267.84,9540.52,850.65,0.0,6876.67,6876.67,0.0,0.0,organic,2015,Dallas,22275.513600000002
9742,2015-02-22,1.38,15485.45,9117.48,851.3,0.0,5516.67,5516.67,0.0,0.0,organic,2015,Dallas,21369.921
9743,2015-02-15,1.41,10958.57,7081.47,827.1,0.0,3050.0,3050.0,0.0,0.0,organic,2015,Dallas,15451.5837
9744,2015-02-08,1.35,10315.32,6135.93,826.06,0.0,3353.33,3353.33,0.0,0.0,organic,2015,Dallas,13925.682
9745,2015-02-01,1.24,12276.58,6669.52,1653.73,0.0,3953.33,3953.33,0.0,0.0,organic,2015,Dallas,15222.9592
9746,2015-01-25,1.34,11247.71,7244.18,1390.2,0.0,2613.33,2613.33,0.0,0.0,organic,2015,Dallas,15071.9314
9747,2015-01-18,1.28,12634.71,7556.77,871.27,0.0,4206.67,4206.67,0.0,0.0,organic,2015,Dallas,16172.4288
9748,2015-01-11,1.35,12126.63,7136.34,1353.62,0.0,3636.67,3636.67,0.0,0.0,organic,2015,Dallas,16370.9505
9749,2015-01-04,1.35,9895.96,4634.7,1647.92,0.0,3613.34,3613.34,0.0,0.0,organic,2015,Dallas,13359.546
9750,2015-12-27,1.43,23728.62,9299.54,2853.98,12.14,11562.96,330.31,11232.65,0.0,organic,2015,Denver,33931.9266
9751,2015-12-20,1.35,27173.38,9203.25,3262.41,4.42,14703.3,276.67,14426.63,0.0,organic,2015,Denver,36684.063
9752,2015-12-13,1.36,24285.79,7419.99,3155.41,3.32,13707.07,444.05,13263.02,0.0,organic,2015,Denver,33028.6744
9753,2015-12-06,0.92,41324.9,3841.78,8059.68,33.27,29390.17,430.0,28960.17,0.0,organic,2015,Denver,38018.908
9754,2015-11-29,0.88,56722.58,5178.73,11715.12,15.54,39813.19,385.54,39427.65,0.0,organic,2015,Denver,49915.8704
9755,2015-11-22,1.39,23094.34,6643.41,5729.32,30.25,10691.36,523.98,10167.38,0.0,organic,2015,Denver,32101.132599999997
9756,2015-11-15,1.33,23789.01,11293.76,3356.13,29.19,9109.93,1068.24,8041.69,0.0,organic,2015,Denver,31639.3833
9757,2015-11-08,1.14,55351.03,37447.75,9325.92,36.0,8541.36,500.0,8041.36,0.0,organic,2015,Denver,63100.174199999994
9758,2015-11-01,1.26,29803.99,5850.87,6277.42,29.31,17646.39,506.71,17139.68,0.0,organic,2015,Denver,37553.0274
9759,2015-10-25,1.27,30032.31,1813.92,6320.58,36.17,21861.64,447.68,21413.96,0.0,organic,2015,Denver,38141.0337
9760,2015-10-18,1.3,25827.35,2156.55,5707.23,26.07,17937.5,434.23,17503.27,0.0,organic,2015,Denver,33575.555
9761,2015-10-11,1.28,24738.5,2269.21,4720.12,26.14,17723.03,397.58,17325.45,0.0,organic,2015,Denver,31665.280000000002
9762,2015-10-04,1.25,28692.21,1368.83,5986.74,30.75,21305.89,739.33,20566.56,0.0,organic,2015,Denver,35865.2625
9763,2015-09-27,1.35,32925.13,5917.8,5527.24,30.8,21449.29,643.33,20805.96,0.0,organic,2015,Denver,44448.9255
9764,2015-09-20,1.36,25808.98,6109.72,3509.31,13.7,16176.25,356.67,15819.58,0.0,organic,2015,Denver,35100.2128
9765,2015-09-13,1.36,26282.03,5076.16,3584.05,28.59,17593.23,203.33,17389.9,0.0,organic,2015,Denver,35743.5608
9766,2015-09-06,1.43,27271.95,3820.97,5153.61,11.45,18285.92,185.09,18100.83,0.0,organic,2015,Denver,38998.8885
9767,2015-08-30,1.45,25122.55,5988.79,4070.46,24.06,15039.24,676.06,14363.18,0.0,organic,2015,Denver,36427.697499999995
9768,2015-08-23,1.46,37948.74,12000.67,6027.3,32.35,19888.42,833.33,19055.09,0.0,organic,2015,Denver,55405.16039999999
9769,2015-08-16,1.45,32252.93,10281.75,5062.53,10.4,16898.25,661.81,16236.44,0.0,organic,2015,Denver,46766.7485
9770,2015-08-09,1.44,34888.66,12490.9,3930.9,21.94,18444.92,748.73,17696.19,0.0,organic,2015,Denver,50239.6704
9771,2015-08-02,1.43,31424.93,10555.41,2962.63,23.09,17883.8,603.94,17279.86,0.0,organic,2015,Denver,44937.6499
9772,2015-07-26,1.43,28284.23,9085.94,2619.52,21.94,16556.83,248.46,16308.37,0.0,organic,2015,Denver,40446.448899999996
9773,2015-07-19,1.45,25375.78,9846.73,2604.75,23.09,12901.21,90.0,12811.21,0.0,organic,2015,Denver,36794.880999999994
9774,2015-07-12,1.44,27100.8,9772.47,3066.94,32.24,14229.15,85.12,14144.03,0.0,organic,2015,Denver,39025.151999999995
9775,2015-07-05,1.42,33660.46,9786.78,3058.6,11.49,20803.59,86.67,20716.92,0.0,organic,2015,Denver,47797.8532
9776,2015-06-28,1.44,30625.69,10715.21,2929.8,33.28,16947.4,290.0,16657.4,0.0,organic,2015,Denver,44100.993599999994
9777,2015-06-21,1.43,31954.94,9953.25,2917.93,21.75,19062.01,740.07,18321.94,0.0,organic,2015,Denver,45695.56419999999
9778,2015-06-14,1.44,33994.64,11488.79,4348.88,49.63,18107.34,720.65,17386.69,0.0,organic,2015,Denver,48952.281599999995
9779,2015-06-07,1.44,30890.93,11955.6,4701.62,48.34,14185.37,692.38,13492.99,0.0,organic,2015,Denver,44482.9392
9780,2015-05-31,1.43,33855.74,11232.12,4800.39,21.27,17801.96,902.05,16899.91,0.0,organic,2015,Denver,48413.708199999994
9781,2015-05-24,1.43,36082.44,13288.77,5497.61,18.94,17277.12,1041.58,16235.54,0.0,organic,2015,Denver,51597.8892
9782,2015-05-17,1.22,45514.57,19911.52,8929.9,18.89,16654.26,4177.16,12477.1,0.0,organic,2015,Denver,55527.7754
9783,2015-05-10,1.23,46949.06,19400.27,8573.27,45.43,18930.09,3274.03,15656.06,0.0,organic,2015,Denver,57747.343799999995
9784,2015-05-03,1.03,139212.26,88780.66,36428.1,143.56,13859.94,2957.81,10902.13,0.0,organic,2015,Denver,143388.62780000002
9785,2015-04-26,1.03,125507.76,75842.24,37729.4,268.3,11667.82,1966.49,9701.33,0.0,organic,2015,Denver,129272.99279999999
9786,2015-04-19,1.44,23563.42,6897.03,4706.9,65.71,11893.78,683.33,11210.45,0.0,organic,2015,Denver,33931.324799999995
9787,2015-04-12,1.42,23701.5,6189.81,4728.75,20.72,12762.22,450.0,12312.22,0.0,organic,2015,Denver,33656.13
9788,2015-04-05,1.42,34432.77,8696.59,6633.32,19.54,19083.32,560.0,18523.32,0.0,organic,2015,Denver,48894.53339999999
9789,2015-03-29,1.44,29105.69,5455.77,8344.01,8.64,15297.27,1693.33,13603.94,0.0,organic,2015,Denver,41912.1936
9790,2015-03-22,1.39,29621.9,9365.64,8034.98,16.15,12205.13,543.33,11661.8,0.0,organic,2015,Denver,41174.441
9791,2015-03-15,1.12,68533.2,27916.18,27507.13,27.89,13082.0,1813.33,11268.67,0.0,organic,2015,Denver,76757.18400000001
9792,2015-03-08,1.09,70858.71,34792.41,26156.12,45.91,9864.27,2923.33,6940.94,0.0,organic,2015,Denver,77235.99390000002
9793,2015-03-01,1.27,36086.54,15769.31,11650.03,14.93,8652.27,1970.0,6682.27,0.0,organic,2015,Denver,45829.9058
9794,2015-02-22,1.4,24794.39,4987.23,6082.18,28.78,13696.2,1180.0,12516.2,0.0,organic,2015,Denver,34712.14599999999
9795,2015-02-15,1.44,19660.58,2347.47,7061.55,12.76,10238.8,953.33,9285.47,0.0,organic,2015,Denver,28311.235200000003
9796,2015-02-08,1.4,22798.51,3017.93,7175.41,9.63,12595.54,2293.33,10302.21,0.0,organic,2015,Denver,31917.913999999997
9797,2015-02-01,1.29,27527.63,4823.79,10709.5,104.48,11889.86,1323.33,10566.53,0.0,organic,2015,Denver,35510.642700000004
9798,2015-01-25,1.33,22502.5,4271.13,8412.17,584.78,9234.42,1202.57,8031.85,0.0,organic,2015,Denver,29928.325
9799,2015-01-18,1.1,42234.91,5475.13,32538.95,42.01,4178.82,992.64,3186.18,0.0,organic,2015,Denver,46458.401000000005
9800,2015-01-11,1.28,30682.77,8855.89,15070.85,24.8,6731.23,1699.95,5031.28,0.0,organic,2015,Denver,39273.9456
9801,2015-01-04,1.42,22480.07,3199.35,6916.72,7.56,12356.44,1076.67,11279.77,0.0,organic,2015,Denver,31921.699399999998
9802,2015-12-27,1.61,6834.42,1276.73,3370.14,0.0,2187.55,366.67,1820.88,0.0,organic,2015,Detroit,11003.416200000001
9803,2015-12-20,1.8,4973.92,1421.84,3078.38,0.0,473.7,376.67,97.03,0.0,organic,2015,Detroit,8953.056
9804,2015-12-13,1.53,5677.68,1494.58,2748.69,0.0,1434.41,196.67,1237.74,0.0,organic,2015,Detroit,8686.850400000001
9805,2015-12-06,1.8,7059.51,1289.28,4788.95,0.0,981.28,300.0,681.28,0.0,organic,2015,Detroit,12707.118
9806,2015-11-29,1.81,5837.79,1437.86,3895.14,0.0,504.79,163.33,341.46,0.0,organic,2015,Detroit,10566.3999
9807,2015-11-22,1.84,6871.97,1822.5,4568.82,0.0,480.65,83.33,397.32,0.0,organic,2015,Detroit,12644.4248
9808,2015-11-15,1.84,6564.71,1658.29,4577.75,0.0,328.67,140.0,188.67,0.0,organic,2015,Detroit,12079.0664
9809,2015-11-08,1.74,6908.14,1657.5,4296.5,0.0,954.14,216.67,737.47,0.0,organic,2015,Detroit,12020.1636
9810,2015-11-01,1.85,8109.3,1553.13,5744.36,0.0,811.81,190.0,621.81,0.0,organic,2015,Detroit,15002.205000000002
9811,2015-10-25,1.8,7895.81,1520.03,5456.64,0.0,919.14,383.33,535.81,0.0,organic,2015,Detroit,14212.458
9812,2015-10-18,1.65,7791.34,1652.49,4374.48,0.0,1764.37,393.33,1371.04,0.0,organic,2015,Detroit,12855.711
9813,2015-10-11,1.61,7509.74,1111.36,4593.51,0.0,1804.87,480.0,1324.87,0.0,organic,2015,Detroit,12090.6814
9814,2015-10-04,1.81,7271.25,1373.43,5026.38,0.0,871.44,533.33,338.11,0.0,organic,2015,Detroit,13160.9625
9815,2015-09-27,1.71,7891.05,1434.64,4977.0,0.0,1479.41,456.67,1022.74,0.0,organic,2015,Detroit,13493.6955
9816,2015-09-20,1.86,7310.16,1647.88,5145.47,0.0,516.81,486.67,30.14,0.0,organic,2015,Detroit,13596.8976
9817,2015-09-13,1.81,8304.32,1800.82,5478.4,0.0,1025.1,366.67,658.43,0.0,organic,2015,Detroit,15030.8192
9818,2015-09-06,1.47,10957.17,1810.09,6972.09,0.0,2174.99,413.33,1761.66,0.0,organic,2015,Detroit,16107.0399
9819,2015-08-30,1.32,11583.26,2544.39,5844.25,0.0,3194.62,383.01,2811.61,0.0,organic,2015,Detroit,15289.9032
9820,2015-08-23,1.43,13232.79,2425.86,7778.97,0.0,3027.96,289.01,2738.95,0.0,organic,2015,Detroit,18922.8897
9821,2015-08-16,1.74,10631.12,615.83,8951.71,0.0,1063.58,332.59,730.99,0.0,organic,2015,Detroit,18498.148800000003
9822,2015-08-09,1.85,5912.34,556.67,4367.33,0.0,988.34,636.67,351.67,0.0,organic,2015,Detroit,10937.829000000002
9823,2015-08-02,1.66,7273.85,443.61,5477.67,0.0,1352.57,580.0,772.57,0.0,organic,2015,Detroit,12074.591
9824,2015-07-26,1.28,12186.97,562.63,7155.42,0.0,4468.92,476.67,3992.25,0.0,organic,2015,Detroit,15599.3216
9825,2015-07-19,1.24,11938.2,447.33,6816.25,0.0,4674.62,270.0,4404.62,0.0,organic,2015,Detroit,14803.368
9826,2015-07-12,1.01,14131.07,481.72,5955.13,0.0,7694.22,436.67,7257.55,0.0,organic,2015,Detroit,14272.3807
9827,2015-07-05,1.47,10676.71,498.59,7509.63,0.0,2668.49,576.67,2091.82,0.0,organic,2015,Detroit,15694.763699999998
9828,2015-06-28,1.56,8432.66,521.15,6130.28,0.0,1781.23,306.67,1474.56,0.0,organic,2015,Detroit,13154.9496
9829,2015-06-21,1.64,9992.2,636.81,7546.77,0.0,1808.62,422.19,1386.43,0.0,organic,2015,Detroit,16387.208
9830,2015-06-14,1.37,10756.77,623.62,7968.37,0.0,2164.78,1271.84,892.94,0.0,organic,2015,Detroit,14736.774900000002
9831,2015-06-07,1.28,12366.2,750.88,8290.39,0.0,3324.93,1359.77,1965.16,0.0,organic,2015,Detroit,15828.736
9832,2015-05-31,1.55,9908.64,616.11,7097.83,0.0,2194.7,1165.54,1029.16,0.0,organic,2015,Detroit,15358.392
9833,2015-05-24,1.61,7900.21,506.77,5960.45,0.0,1432.99,776.58,656.41,0.0,organic,2015,Detroit,12719.3381
9834,2015-05-17,1.34,6214.56,428.47,3469.2,0.0,2316.89,433.33,1883.56,0.0,organic,2015,Detroit,8327.510400000001
9835,2015-05-10,1.09,16805.16,573.64,6949.68,0.0,9281.84,716.67,8565.17,0.0,organic,2015,Detroit,18317.6244
9836,2015-05-03,1.37,10694.75,518.26,7336.27,0.0,2840.22,580.0,2260.22,0.0,organic,2015,Detroit,14651.8075
9837,2015-04-26,1.63,8147.68,430.95,6139.36,0.0,1577.37,616.67,960.7,0.0,organic,2015,Detroit,13280.7184
9838,2015-04-19,1.59,8122.45,391.97,5966.03,0.0,1764.45,1058.6,705.85,0.0,organic,2015,Detroit,12914.6955
9839,2015-04-12,1.72,7736.69,460.89,6496.85,0.0,778.95,357.92,421.03,0.0,organic,2015,Detroit,13307.1068
9840,2015-04-05,1.51,8978.08,460.98,6496.51,0.0,2020.59,436.3,1584.29,0.0,organic,2015,Detroit,13556.9008
9841,2015-03-29,1.74,6650.29,410.36,5582.97,0.0,656.96,471.04,185.92,0.0,organic,2015,Detroit,11571.5046
9842,2015-03-22,1.78,5649.34,392.8,5184.42,0.0,72.12,13.33,58.79,0.0,organic,2015,Detroit,10055.825200000001
9843,2015-03-15,1.49,9162.43,514.16,6238.51,0.0,2409.76,515.71,1894.05,0.0,organic,2015,Detroit,13652.020700000001
9844,2015-03-08,1.83,8433.78,517.12,6512.03,0.0,1404.63,1140.0,264.63,0.0,organic,2015,Detroit,15433.817400000002
9845,2015-03-01,1.92,7174.35,386.65,5898.07,0.0,889.63,516.67,372.96,0.0,organic,2015,Detroit,13774.752
9846,2015-02-22,1.85,7176.69,651.55,5368.11,0.0,1157.03,340.0,817.03,0.0,organic,2015,Detroit,13276.8765
9847,2015-02-15,1.82,7038.51,434.7,5742.58,0.0,861.23,293.33,567.9,0.0,organic,2015,Detroit,12810.0882
9848,2015-02-08,1.86,6499.18,509.02,4643.12,0.0,1347.04,913.33,433.71,0.0,organic,2015,Detroit,12088.474800000002
